2024-05-14 11:46:19,671 p=27064 u=vagrant n=ansible | [WARNING]: Unable to parse /home/vagrant/ansible/example-voting-app/ansible/inventory as an inventory source
2024-05-14 11:51:01,836 p=27240 u=root n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 11:51:02,660 p=27240 u=root n=ansible | changed: [app01-staging]
2024-05-14 11:51:02,785 p=27240 u=root n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 11:51:05,815 p=27240 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:00:02.133579", "end": "2024-05-14 11:51:05.679398", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 11:51:03.545819", "stderr": "build path /tmp/votingapp/seed-data either does not exist, is not accessible, or is not a valid URL.", "stderr_lines": ["build path /tmp/votingapp/seed-data either does not exist, is not accessible, or is not a valid URL."], "stdout": "", "stdout_lines": []}
2024-05-14 11:51:05,818 p=27240 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 11:51:05,818 p=27240 u=root n=ansible | app01-staging              : ok=6    changed=2    unreachable=0    failed=1    skipped=0    rescued=0    ignored=1   
2024-05-14 12:02:53,245 p=27394 u=root n=ansible | ERROR! the playbook: /ansible/votingapp-container-setup.yml could not be found
2024-05-14 12:03:38,094 p=27399 u=root n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 12:03:38,132 p=27399 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 12:03:49,615 p=27399 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:03:49,872 p=27399 u=root n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 12:03:49,951 p=27399 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:03:50,065 p=27399 u=root n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 12:03:51,519 p=27399 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:03:51,638 p=27399 u=root n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 12:03:54,158 p=27399 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:03:54,357 p=27399 u=root n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 12:03:56,471 p=27399 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker stop $(docker ps -q)", "delta": "0:00:00.373006", "end": "2024-05-14 12:03:56.309720", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 12:03:55.936714", "stderr": "\"docker stop\" requires at least 1 argument.\nSee 'docker stop --help'.\n\nUsage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]\n\nStop one or more running containers", "stderr_lines": ["\"docker stop\" requires at least 1 argument.", "See 'docker stop --help'.", "", "Usage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]", "", "Stop one or more running containers"], "stdout": "", "stdout_lines": []}
2024-05-14 12:03:56,471 p=27399 u=root n=ansible | ...ignoring
2024-05-14 12:03:56,597 p=27399 u=root n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 12:03:57,459 p=27399 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:03:57,604 p=27399 u=root n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 12:04:07,811 p=27399 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:00:09.415563", "end": "2024-05-14 12:04:07.672281", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 12:03:58.256718", "stderr": "Creating network \"votingapp_back-tier\" with the default driver\nCreating network \"votingapp_front-tier\" with the default driver\nCreating volume \"votingapp_db-data\" with default driver\nPulling redis (redis:alpine)...\ninvalid reference format", "stderr_lines": ["Creating network \"votingapp_back-tier\" with the default driver", "Creating network \"votingapp_front-tier\" with the default driver", "Creating volume \"votingapp_db-data\" with default driver", "Pulling redis (redis:alpine)...", "invalid reference format"], "stdout": "alpine: Pulling from library/redis\nDigest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac\nStatus: Downloaded newer image for redis:alpine", "stdout_lines": ["alpine: Pulling from library/redis", "Digest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac", "Status: Downloaded newer image for redis:alpine"]}
2024-05-14 12:04:07,813 p=27399 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 12:04:07,815 p=27399 u=root n=ansible | app01-staging              : ok=6    changed=3    unreachable=0    failed=1    skipped=0    rescued=0    ignored=1   
2024-05-14 12:13:11,078 p=27767 u=root n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 12:13:11,128 p=27767 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 12:13:20,302 p=27767 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:13:20,525 p=27767 u=root n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 12:13:20,599 p=27767 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:13:20,711 p=27767 u=root n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 12:13:21,638 p=27767 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:13:21,744 p=27767 u=root n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 12:13:23,615 p=27767 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:13:23,726 p=27767 u=root n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 12:13:25,179 p=27767 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker stop $(docker ps -q)", "delta": "0:00:00.311491", "end": "2024-05-14 12:13:25.140422", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 12:13:24.828931", "stderr": "\"docker stop\" requires at least 1 argument.\nSee 'docker stop --help'.\n\nUsage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]\n\nStop one or more running containers", "stderr_lines": ["\"docker stop\" requires at least 1 argument.", "See 'docker stop --help'.", "", "Usage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]", "", "Stop one or more running containers"], "stdout": "", "stdout_lines": []}
2024-05-14 12:13:25,180 p=27767 u=root n=ansible | ...ignoring
2024-05-14 12:13:25,303 p=27767 u=root n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 12:13:26,483 p=27767 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:13:26,615 p=27767 u=root n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 12:14:45,942 p=27767 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:01:18.541667", "end": "2024-05-14 12:14:45.796569", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 12:13:27.254902", "stderr": "Creating network \"votingapp_back-tier\" with the default driver\nCreating network \"votingapp_front-tier\" with the default driver\nPulling redis (redis:alpine)...\nPulling vote (acm:5000/examplevotingapp_vote:v1)...\nPulling db (postgres:15-alpine)...\nPulling result (acm:5000/examplevotingapp_result:v1)...\nCreating votingapp_db_1 ... \r\nCreating votingapp_redis_1 ... \r\nCreating votingapp_db_1    ... done\r\nCreating votingapp_redis_1 ... done\r\n\nERROR: for worker  Container \"e3a06819622d\" is unhealthy.\n\nERROR: for vote  Container \"01f062c8ac11\" is unhealthy.\n\nERROR: for result  Container \"e3a06819622d\" is unhealthy.\nEncountered errors while bringing up the project.", "stderr_lines": ["Creating network \"votingapp_back-tier\" with the default driver", "Creating network \"votingapp_front-tier\" with the default driver", "Pulling redis (redis:alpine)...", "Pulling vote (acm:5000/examplevotingapp_vote:v1)...", "Pulling db (postgres:15-alpine)...", "Pulling result (acm:5000/examplevotingapp_result:v1)...", "Creating votingapp_db_1 ... ", "Creating votingapp_redis_1 ... ", "Creating votingapp_db_1    ... done", "Creating votingapp_redis_1 ... done", "", "ERROR: for worker  Container \"e3a06819622d\" is unhealthy.", "", "ERROR: for vote  Container \"01f062c8ac11\" is unhealthy.", "", "ERROR: for result  Container \"e3a06819622d\" is unhealthy.", "Encountered errors while bringing up the project."], "stdout": "alpine: Pulling from library/redis\nDigest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac\nStatus: Downloaded newer image for redis:alpine\nv1: Pulling from examplevotingapp_vote\nDigest: sha256:52e259bef7df3e5abb5cbbbbfada9a79b34733b2e50c5b30a8ad1e57e2c341fd\nStatus: Downloaded newer image for acm:5000/examplevotingapp_vote:v1\n15-alpine: Pulling from library/postgres\nDigest: sha256:6c2118c2e7c6ad2f627f626bd18fc9b5b7b417f680a7a77a81ded84b6aeff154\nStatus: Downloaded newer image for postgres:15-alpine\nv1: Pulling from examplevotingapp_result\nDigest: sha256:1125f86bb5d48c5bcbddc36fba68b79334057eb6a43e5777ab135d764fa5e83d\nStatus: Downloaded newer image for acm:5000/examplevotingapp_result:v1", "stdout_lines": ["alpine: Pulling from library/redis", "Digest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac", "Status: Downloaded newer image for redis:alpine", "v1: Pulling from examplevotingapp_vote", "Digest: sha256:52e259bef7df3e5abb5cbbbbfada9a79b34733b2e50c5b30a8ad1e57e2c341fd", "Status: Downloaded newer image for acm:5000/examplevotingapp_vote:v1", "15-alpine: Pulling from library/postgres", "Digest: sha256:6c2118c2e7c6ad2f627f626bd18fc9b5b7b417f680a7a77a81ded84b6aeff154", "Status: Downloaded newer image for postgres:15-alpine", "v1: Pulling from examplevotingapp_result", "Digest: sha256:1125f86bb5d48c5bcbddc36fba68b79334057eb6a43e5777ab135d764fa5e83d", "Status: Downloaded newer image for acm:5000/examplevotingapp_result:v1"]}
2024-05-14 12:14:45,949 p=27767 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 12:14:45,950 p=27767 u=root n=ansible | app01-staging              : ok=6    changed=3    unreachable=0    failed=1    skipped=0    rescued=0    ignored=1   
2024-05-14 12:15:24,191 p=27892 u=root n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 12:15:24,256 p=27892 u=root n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 12:15:39,996 p=27892 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:15:40,318 p=27892 u=root n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 12:15:40,432 p=27892 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:15:40,596 p=27892 u=root n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 12:15:42,131 p=27892 u=root n=ansible | ok: [app01-staging]
2024-05-14 12:15:42,287 p=27892 u=root n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 12:15:45,515 p=27892 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:15:45,687 p=27892 u=root n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 12:15:48,275 p=27892 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:15:48,486 p=27892 u=root n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 12:15:51,708 p=27892 u=root n=ansible | changed: [app01-staging]
2024-05-14 12:15:51,863 p=27892 u=root n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 12:16:04,419 p=27892 u=root n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:00:11.646927", "end": "2024-05-14 12:16:04.326556", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 12:15:52.679629", "stderr": "Creating network \"votingapp_back-tier\" with the default driver\nCreating network \"votingapp_front-tier\" with the default driver\nPulling redis (redis:alpine)...\nPulling vote (localhost:5000/examplevotingapp_vote:v1)...\nGet \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused", "stderr_lines": ["Creating network \"votingapp_back-tier\" with the default driver", "Creating network \"votingapp_front-tier\" with the default driver", "Pulling redis (redis:alpine)...", "Pulling vote (localhost:5000/examplevotingapp_vote:v1)...", "Get \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused"], "stdout": "alpine: Pulling from library/redis\nDigest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac\nStatus: Downloaded newer image for redis:alpine", "stdout_lines": ["alpine: Pulling from library/redis", "Digest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac", "Status: Downloaded newer image for redis:alpine"]}
2024-05-14 12:16:04,425 p=27892 u=root n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 12:16:04,427 p=27892 u=root n=ansible | app01-staging              : ok=6    changed=3    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2024-05-14 15:14:36,162 p=28115 u=vagrant n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 15:14:36,201 p=28115 u=vagrant n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 15:14:45,454 p=28115 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:14:45,719 p=28115 u=vagrant n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 15:14:45,809 p=28115 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:14:45,929 p=28115 u=vagrant n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 15:14:46,919 p=28115 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:14:47,043 p=28115 u=vagrant n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 15:14:48,687 p=28115 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:14:48,817 p=28115 u=vagrant n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 15:14:50,168 p=28115 u=vagrant n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker stop $(docker ps -q)", "delta": "0:00:00.249312", "end": "2024-05-14 15:14:50.123289", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 15:14:49.873977", "stderr": "\"docker stop\" requires at least 1 argument.\nSee 'docker stop --help'.\n\nUsage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]\n\nStop one or more running containers", "stderr_lines": ["\"docker stop\" requires at least 1 argument.", "See 'docker stop --help'.", "", "Usage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]", "", "Stop one or more running containers"], "stdout": "", "stdout_lines": []}
2024-05-14 15:14:50,169 p=28115 u=vagrant n=ansible | ...ignoring
2024-05-14 15:14:50,281 p=28115 u=vagrant n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 15:14:51,283 p=28115 u=vagrant n=ansible | changed: [app01-staging]
2024-05-14 15:14:51,399 p=28115 u=vagrant n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 15:15:00,045 p=28115 u=vagrant n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:00:07.953760", "end": "2024-05-14 15:15:00.015122", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 15:14:52.061362", "stderr": "Creating network \"votingapp_back-tier\" with the default driver\nCreating network \"votingapp_front-tier\" with the default driver\nPulling redis (redis:alpine)...\nPulling vote (localhost:5000/examplevotingapp_vote:v1)...\nGet \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused", "stderr_lines": ["Creating network \"votingapp_back-tier\" with the default driver", "Creating network \"votingapp_front-tier\" with the default driver", "Pulling redis (redis:alpine)...", "Pulling vote (localhost:5000/examplevotingapp_vote:v1)...", "Get \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused"], "stdout": "alpine: Pulling from library/redis\nDigest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac\nStatus: Downloaded newer image for redis:alpine", "stdout_lines": ["alpine: Pulling from library/redis", "Digest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac", "Status: Downloaded newer image for redis:alpine"]}
2024-05-14 15:15:00,047 p=28115 u=vagrant n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 15:15:00,048 p=28115 u=vagrant n=ansible | app01-staging              : ok=6    changed=2    unreachable=0    failed=1    skipped=0    rescued=0    ignored=1   
2024-05-14 15:20:58,719 p=28277 u=vagrant n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 15:20:58,749 p=28277 u=vagrant n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 15:21:06,539 p=28277 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:21:06,715 p=28277 u=vagrant n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 15:21:06,782 p=28277 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:21:06,882 p=28277 u=vagrant n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 15:21:07,771 p=28277 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:21:07,891 p=28277 u=vagrant n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 15:21:09,331 p=28277 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:21:09,438 p=28277 u=vagrant n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 15:21:10,497 p=28277 u=vagrant n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker stop $(docker ps -q)", "delta": "0:00:00.207178", "end": "2024-05-14 15:21:10.366425", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 15:21:10.159247", "stderr": "\"docker stop\" requires at least 1 argument.\nSee 'docker stop --help'.\n\nUsage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]\n\nStop one or more running containers", "stderr_lines": ["\"docker stop\" requires at least 1 argument.", "See 'docker stop --help'.", "", "Usage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]", "", "Stop one or more running containers"], "stdout": "", "stdout_lines": []}
2024-05-14 15:21:10,497 p=28277 u=vagrant n=ansible | ...ignoring
2024-05-14 15:21:10,600 p=28277 u=vagrant n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 15:21:11,470 p=28277 u=vagrant n=ansible | changed: [app01-staging]
2024-05-14 15:21:11,565 p=28277 u=vagrant n=ansible | TASK [Setup with docker-compose] ***************************************************************************************************************************************************
2024-05-14 15:21:19,766 p=28277 u=vagrant n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker-compose up -d", "delta": "0:00:07.596366", "end": "2024-05-14 15:21:19.600784", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 15:21:12.004418", "stderr": "Creating network \"votingapp_back-tier\" with the default driver\nCreating network \"votingapp_front-tier\" with the default driver\nPulling redis (redis:alpine)...\nPulling vote (localhost:5000/examplevotingapp_vote:v1)...\nGet \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused", "stderr_lines": ["Creating network \"votingapp_back-tier\" with the default driver", "Creating network \"votingapp_front-tier\" with the default driver", "Pulling redis (redis:alpine)...", "Pulling vote (localhost:5000/examplevotingapp_vote:v1)...", "Get \"http://localhost:5000/v2/\": dial tcp [::1]:5000: connect: connection refused"], "stdout": "alpine: Pulling from library/redis\nDigest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac\nStatus: Downloaded newer image for redis:alpine", "stdout_lines": ["alpine: Pulling from library/redis", "Digest: sha256:a40e29800d387e3cf9431902e1e7a362e4d819233d68ae39380532c3310091ac", "Status: Downloaded newer image for redis:alpine"]}
2024-05-14 15:21:19,768 p=28277 u=vagrant n=ansible | PLAY RECAP *************************************************************************************************************************************************************************
2024-05-14 15:21:19,769 p=28277 u=vagrant n=ansible | app01-staging              : ok=6    changed=2    unreachable=0    failed=1    skipped=0    rescued=0    ignored=1   
2024-05-14 15:24:27,314 p=28409 u=vagrant n=ansible | PLAY [Deploy containers] ***********************************************************************************************************************************************************
2024-05-14 15:24:27,343 p=28409 u=vagrant n=ansible | TASK [Gathering Facts] *************************************************************************************************************************************************************
2024-05-14 15:24:35,571 p=28409 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:24:35,754 p=28409 u=vagrant n=ansible | TASK [Include vars] ****************************************************************************************************************************************************************
2024-05-14 15:24:35,818 p=28409 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:24:35,909 p=28409 u=vagrant n=ansible | TASK [Make dir] ********************************************************************************************************************************************************************
2024-05-14 15:24:36,794 p=28409 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:24:36,916 p=28409 u=vagrant n=ansible | TASK [Copy DC file] ****************************************************************************************************************************************************************
2024-05-14 15:24:38,302 p=28409 u=vagrant n=ansible | ok: [app01-staging]
2024-05-14 15:24:38,399 p=28409 u=vagrant n=ansible | TASK [Stop all docker containers] **************************************************************************************************************************************************
2024-05-14 15:24:39,526 p=28409 u=vagrant n=ansible | fatal: [app01-staging]: FAILED! => {"changed": true, "cmd": "docker stop $(docker ps -q)", "delta": "0:00:00.250474", "end": "2024-05-14 15:24:39.388810", "msg": "non-zero return code", "rc": 1, "start": "2024-05-14 15:24:39.138336", "stderr": "\"docker stop\" requires at least 1 argument.\nSee 'docker stop --help'.\n\nUsage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]\n\nStop one or more running containers", "stderr_lines": ["\"docker stop\" requires at least 1 argument.", "See 'docker stop --help'.", "", "Usage:  docker stop [OPTIONS] CONTAINER [CONTAINER...]", "", "Stop one or more running containers"], "stdout": "", "stdout_lines": []}
2024-05-14 15:24:39,527 p=28409 u=vagrant n=ansible | ...ignoring
2024-05-14 15:24:39,634 p=28409 u=vagrant n=ansible | TASK [Remove all unused and dangling docker images] ********************************************************************************************************************************
2024-05-14 15:24:40,685 p=28409 u=vagrant n=ansible | changed: [app01-staging]
